,accuracy,accuracy_diff,accuracy_ratio,balanced_accuracy,balanced_accuracy_diff,balanced_accuracy_ratio,brier_score_loss,ece,ece_quantile,equalized_odds_diff,equalized_odds_ratio,fnr,fnr_diff,fnr_ratio,fpr,fpr_diff,fpr_ratio,log_loss,model_name,n_negatives,n_positives,n_samples,ppr,ppr_diff,ppr_ratio,precision,precision_diff,precision_ratio,predictions_path,roc_auc,threshold,tnr,tnr_diff,tnr_ratio,tpr,tpr_diff,tpr_ratio,config_batch_size,config_chat_prompt,config_context_size,config_correct_order_bias,config_dataset_hash,config_dataset_name,config_direct_risk_prompting,config_feature_subset,config_few_shot,config_model_hash,config_model_name,config_population_filter,config_reuse_few_shot_examples,config_seed,config_task_hash,config_task_name,base_name,name,is_inst,num_features,uses_all_features,fit_thresh_on_100,fit_thresh_accuracy,optimal_thresh,optimal_thresh_accuracy,score_stdev,score_mean
Yi-34B-Chat__ACSTravelTime__-1,0.5616882010022841,0.40154881714808527,0.5502653247941445,0.5,0.0,1.0,0.3635485335531971,0.35153209496530063,0.35153209496530136,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0884498800770086,01-ai--Yi-34B-Chat,82380,64285,146665,0.0,0.0,0.0,0.0,0.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-01-ai--Yi-34B-Chat_task-ACSTravelTime/01-ai--Yi-34B-Chat_bench-549937233/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.6456600200389051,0.5,1.0,0.0,1.0,0.0,0.0,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,2382764947,Yi-34B-Chat,,False,42,233993660,ACSTravelTime,Yi-34B,Yi 34B (chat),True,-1,True,0.0675295809635876,0.5191354447209627,0.0850532404364401,0.5774929260559779,0.024051348328422546,0.08677970403241386
gemma-2-27b-it__ACSTravelTime__-1,0.5324446868714418,0.20819327731092435,0.7010558069381599,0.5085382745789242,0.1331600617601647,0.7454697491392032,0.3642255990474291,0.3185262610999354,0.3185262610999355,0.3448275862068966,0.572,0.6852298358870654,0.3448275862068966,0.6551724137931034,0.29769361495508617,0.16461538461538464,0.572,1.2806033618442365,google--gemma-2-27b-it,82380,64285,146665,0.30517846793713566,0.16827731092436973,0.538594470046083,0.45208784825398246,0.5233296005972378,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-27b-it_task-ACSTravelTime/google--gemma-2-27b-it_bench-907325762/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.5191504821850937,0.5,0.7023063850449138,0.1646153846153846,0.7889546351084813,0.31477016411293457,0.3448275862068966,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,3352250479,gemma-2-27b-it,,False,42,233993660,ACSTravelTime,gemma-2-27b,Gemma 2 27B (it),True,-1,True,0.0373198472824674,0.48261684791872633,0.0850704225352112,0.4994647666450755,0.3384053318435552,0.32790380417494036
Meta-Llama-3-8B-Instruct__ACSEmployment__-1,0.7384792235121798,0.12762230756901372,0.8330475473311015,0.7281727551687198,0.1313409598590094,0.8218524769943035,0.18723193115300574,0.07229467814720585,0.07022012122763759,0.5230096275798455,0.18475342988621005,0.38252010358457134,0.5230096275798455,0.28272965360478336,0.16113438607798905,0.2603277078618269,0.18475342988621005,0.5608499825451827,meta-llama--Meta-Llama-3-8B-Instruct,176871,146740,323611,0.36806227229605915,0.4004317203596576,0.27909054290378355,0.760723371029897,0.2987804878048781,0.6259541984732824,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSEmployment/meta-llama--Meta-Llama-3-8B-Instruct_bench-3146969108/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.7886386668991977,0.5,0.838865613922011,0.2603277078618269,0.7233510602978028,0.6174798964154287,0.5230096275798455,0.3411673928830791,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,1258906276,Meta-Llama-3-8B-Instruct,,False,42,1212564561,ACSEmployment,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.3775910364145658,0.7345794796839415,0.4074684239428885,0.7432751049871605,0.21931789172472718,0.41278751814233855
Mixtral-8x7B-v0.1__ACSEmployment__-1,0.45394316015215797,0.2577506763705054,0.48256893129906264,0.5004551339676939,0.0031446540880503138,0.99375,0.3086261564124264,0.295057524693336,0.29503377636129036,0.0062893081761006275,0.0,0.0,0.0,0.0,0.999089732064612,0.0062893081761006275,0.9937106918238994,0.8222274757530182,mistralai--Mixtral-8x7B-v0.1,176871,146740,323611,0.9995024890995671,0.004807692307692291,0.9951923076923077,0.4536713556963982,0.26116102874701186,0.4754496574688174,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x7B-v0.1_task-ACSEmployment/mistralai--Mixtral-8x7B-v0.1_bench-399092325/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.813973776133365,0.5,0.0009102679353879381,0.006289308176100629,0.0,1.0,0.0,1.0,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,3020168054,Mixtral-8x7B-v0.1,,False,42,1212564561,ACSEmployment,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.7550146495379761,0.7394248032359839,0.7547991292301603,0.7349224840935568,0.054552064983552556,0.7467803145706264
Mistral-7B-Instruct-v0.2__ACSMobility__-1,0.7350307598157632,0.14611723485729344,0.8284710721240468,0.5001178177940283,0.001815110982465118,0.9963786195993045,0.26387028157752024,0.26338124567922144,0.26305916040411,0.00345125107851596,0.0,0.00037241500175254116,0.0027810885975367503,0.0,0.9993919494101909,0.00345125107851596,0.996548748921484,3.0312179374322956,mistralai--Mistral-7B-Instruct-v0.2,16446,45648,62094,0.9995651753792637,0.0025437201907789753,0.997456279809221,0.7351893921085279,0.145821701098083,0.8288180030587721,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSMobility/mistralai--Mistral-7B-Instruct-v0.2_bench-1803420204/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5704844589792619,0.5,0.0006080505898090721,0.003451251078515962,0.0,0.9996275849982474,0.002781088597536785,0.9972189114024632,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,1736324619,Mistral-7B-Instruct-v0.2,,False,42,2387644647,ACSMobility,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,0.9999964810091402,0.5393596804844268,0.9999877824006984,0.6118787644538924,0.020202604108925395,0.9982026525289526
gemma-1.1-7b-it__ACSMobility__-1,0.7327922182497504,0.14653582003937804,0.827979689518991,0.5042355502947351,0.033271866814356454,0.9370234319629884,0.2572963497950774,0.25197640019698164,0.2376591629887323,0.09232096635030196,0.0,0.009770417104801962,0.035678222820599126,0.0,0.9817584823057278,0.09232096635030196,0.907679033649698,2.0400439616075827,google--gemma-1.1-7b-it,16446,45648,62094,0.9879859567752117,0.05157384987893465,0.9484261501210653,0.7368129360370346,0.14367734952233047,0.8313352853433512,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-1.1-7b-it_task-ACSMobility/google--gemma-1.1-7b-it_bench-2267685902/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5827796074175607,0.5,0.018241517694272163,0.09232096635030199,0.0,0.990229582895198,0.03567822282059907,0.9643217771794009,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,1514972555,gemma-1.1-7b-it,,False,42,2387644647,ACSMobility,gemma-7b,Gemma 7B (it),True,-1,True,0.9975270847991836,0.6703224144039682,0.9990885568000392,0.6409475955808935,0.11203588109454822,0.9728026551135739
Mixtral-8x7B-Instruct-v0.1__ACSEmployment__-1,0.7272527818893672,0.0685696724927718,0.9122863789338185,0.7408583326277209,0.08498405595114278,0.8944422829947624,0.23669803186349564,0.22023792506456433,0.217167096612307,0.21353017672187916,0.3385860673383277,0.1130162191631457,0.15946602445657815,0.3385860673383277,0.40526711558141243,0.21353017672187916,0.5391495618987493,1.408332966776268,mistralai--Mixtral-8x7B-Instruct-v0.1,176871,146740,323611,0.6236994416135422,0.23480593793721344,0.6580806506552183,0.6448601835153293,0.18231761838650556,0.7241962115181895,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x7B-Instruct-v0.1_task-ACSEmployment/mistralai--Mixtral-8x7B-Instruct-v0.1_bench-3204873163/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.8246910966753478,0.5,0.5947328844185875,0.21353017672187913,0.7153654906309044,0.8869837808368543,0.1594660244565782,0.8263592178139482,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,732937298,Mixtral-8x7B-Instruct-v0.1,,False,42,1212564561,ACSEmployment,Mixtral-8x7B-v0.1,Mixtral 8x7B (it),True,-1,True,0.9324538258575198,0.7517018889963567,0.9046811647622558,0.7508922749844721,0.4396876505654001,0.6196597873775044
Yi-34B__ACSMobility__-1,0.7322446613199343,0.1621242422833047,0.8137295939723733,0.5095811845362569,0.06945970695970693,0.8765160765160765,0.19781279950852723,0.07149911945849277,0.07149911945849623,0.10481574539363481,0.0,0.01695583596214511,0.06153846153846154,0.0,0.9638817949653411,0.10481574539363481,0.8930250448756304,0.5843452949898934,01-ai--Yi-34B,16446,45648,62094,0.9779688858826939,0.052417879344924256,0.9468809731885794,0.738958600928762,0.15456245933636958,0.8219171664167916,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-01-ai--Yi-34B_task-ACSMobility/01-ai--Yi-34B_bench-2863467343/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5708962191753197,0.5,0.03611820503465888,0.10481574539363483,0.16147403685092127,0.9830441640378549,0.06153846153846154,0.9384615384615385,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,2600125777,Yi-34B,,False,42,2387644647,ACSMobility,Yi-34B,Yi 34B,False,-1,True,0.6512532411408816,0.6116532998357329,0.6223266745005875,0.6663284697394273,0.08306001172648042,0.6636443726663485
gemma-1.1-2b-it__ACSEmployment__-1,0.46287363532141984,0.23538383198647694,0.6318809244121263,0.4273715772574742,0.09164026295558542,0.8007183881551226,0.4083984786055365,0.38214289431783843,0.3763079135188462,0.2128549569837319,0.3029292688083982,0.9539253100722366,0.041848696924013384,0.9576341204157517,0.191331535412815,0.2128549569837319,0.3029292688083982,1.3681135398181201,google--gemma-1.1-2b-it,176871,146740,323611,0.12546545080358826,0.14725237991730278,0.3043146158832634,0.16651889069503964,0.17104454685099846,0.17273402674591382,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-1.1-2b-it_task-ACSEmployment/google--gemma-1.1-2b-it_bench-419564701/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.41659661155148536,0.5,0.808668464587185,0.2128549569837319,0.7654487295480831,0.04607468992776339,0.041848696924013454,0.2258301980624555,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,2904333524,gemma-1.1-2b-it,,False,42,1212564561,ACSEmployment,gemma-2b,Gemma 2B (it),True,-1,True,0.0203297819303137,0.48205407109152654,0.0075769955191661,0.4853945014230048,0.23218304185659178,0.21656232281182022
Mistral-7B-v0.1__ACSPublicCoverage__-1,0.2984388863997751,0.24550025621316937,0.4876516392072987,0.5,0.0,1.0,0.29686916743383857,0.2934157626457349,0.293415762645731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7882520486170487,mistralai--Mistral-7B-v0.1,79858,33971,113829,1.0,0.0,1.0,0.2984388863997751,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mistral-7B-v0.1_task-ACSPublicCoverage/mistralai--Mistral-7B-v0.1_bench-2994074889/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.45002803075308545,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,637243284,Mistral-7B-v0.1,,False,42,1163226111,ACSPublicCoverage,Mistral-7B-v0.1,Mistral 7B,False,-1,True,inf,0.7015611136002249,0.6369529983792545,0.7002521325848422,0.016234159819474153,0.5918546490455169
Mixtral-8x7B-Instruct-v0.1__ACSIncome__-1,0.7816341243616701,0.09774529018133016,0.8853474163818992,0.7515281888690867,0.22057917329444243,0.7218216138577377,0.18189840770945784,0.15791800717298476,0.1576403441887256,0.5871113638825696,0.13087191000268428,0.36240262603498113,0.5871113638825696,0.28707905814259405,0.13454099622684548,0.1544432350862282,0.13087191000268428,0.8384540299486833,mistralai--Mixtral-8x7B-Instruct-v0.1,105217,61233,166450,0.31960348452988885,0.3773887400844751,0.1420813817330211,0.7338997706680702,0.24952380952380948,0.691764705882353,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x7B-Instruct-v0.1_task-ACSIncome/mistralai--Mixtral-8x7B-Instruct-v0.1_bench-188223807/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.856262917172119,0.5,0.8654590037731545,0.15444323508622815,0.8418795450307665,0.6375973739650188,0.5871113638825696,0.23110890421890795,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,83116926,Mixtral-8x7B-Instruct-v0.1,,False,42,2612382143,ACSIncome,Mixtral-8x7B-v0.1,Mixtral 8x7B (it),True,-1,True,0.5926315789473684,0.7805286872934816,0.0675454150078619,0.7666566536497447,0.4198499498886079,0.3262121158780842
Meta-Llama-3-8B-Instruct__ACSMobility__-1,0.7029664701903565,0.22667025378889782,0.7339088325086852,0.5037491178151405,0.12590571089317526,0.7741226996100599,0.22182655325507675,0.15225469084430976,0.15070808648337852,0.4029335634167386,0.0,0.0726428321065545,0.288118478626725,0.0,0.9198589322631643,0.4029335634167386,0.5970664365832614,0.6786733720600652,meta-llama--Meta-Llama-3-8B-Instruct,16446,45648,62094,0.9253712113891841,0.3203389830508474,0.6796610169491526,0.7367211973546816,0.14389120784469622,0.8310842342692697,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSMobility/meta-llama--Meta-Llama-3-8B-Instruct_bench-235103349/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5576896901782972,0.5,0.0801410677368357,0.4029335634167386,0.0,0.9273571678934455,0.288118478626725,0.711881521373275,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,3558628484,Meta-Llama-3-8B-Instruct,,False,42,2387644647,ACSMobility,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.874047657643054,0.5343672496537508,0.8740777584348836,0.5314201050020936,0.17134063778174724,0.8126319328300873
gemma-2-9b__ACSEmployment__-1,0.5198679896542454,0.166123437065545,0.7085398243793655,0.5598550314566815,0.06392133919468301,0.8961166419537505,0.24356773488372005,0.1310417034198011,0.1690957666302648,0.16092906213256786,0.08281612663673601,0.010678751533324248,0.06169616097305854,0.08281612663673601,0.8696111855533128,0.16092906213256786,0.8195124268500853,0.6798491924333996,google--gemma-2-9b,176871,146740,323611,0.9238931927530275,0.12779715359806587,0.863927611432865,0.48555765898950437,0.256477894648248,0.52254726122003,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-9b_task-ACSEmployment/google--gemma-2-9b_bench-3162448321/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.7289681089601515,0.5,0.13038881444668712,0.1609290621325679,0.40240366561747654,0.9893212484666758,0.06169616097305852,0.937958217397787,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,4095223493,gemma-2-9b,,False,42,1212564561,ACSEmployment,gemma-2-9b,Gemma 2 9B,False,-1,True,0.6224289911851126,0.671475938704185,0.5928057553956835,0.6693097577029211,0.067067805921827,0.5839708866305705
gemma-1.1-7b-it__ACSTravelTime__-1,0.5616745644836874,0.40189190955430665,0.5498810612991766,0.4999964032806914,0.0006614668206672558,0.9986778921599397,0.4264978707515938,0.4247939297194157,0.4247739933269507,0.0006983240223463687,0.0,0.9999222213580151,0.0006246096189881367,0.9993753903810119,8.497208060208788e-05,0.0006983240223463687,0.0,2.088713859151223,google--gemma-1.1-7b-it,82380,64285,146665,8.181911158081342e-05,0.00034309240622140897,0.0,0.4166666666666667,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-1.1-7b-it_task-ACSTravelTime/google--gemma-1.1-7b-it_bench-3069613998/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.5324183850619839,0.5,0.9999150279193979,0.0006983240223463749,0.9993016759776536,7.777864198491094e-05,0.0006246096189881324,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,1519754606,gemma-1.1-7b-it,,False,42,233993660,ACSTravelTime,gemma-7b,Gemma 7B (it),True,-1,True,0.0066926709094641,0.5147990318071797,0.0066876498273871,0.49535335628813965,0.01996932841944745,0.013537805670765055
Meta-Llama-3-8B__ACSMobility__-1,0.7350951782780945,0.14569864967520896,0.8289624547291026,0.49998658899987247,1.5816017956415962e-06,0.9999968368064145,0.20451667123530864,0.10417097074116827,0.10417097074119476,0.0015923566878981443,0.0,8.762705923589205e-05,0.0015891934843067143,0.0,0.9999391949410191,0.0015923566878981443,0.9984076433121019,0.5999887810208763,meta-llama--Meta-Llama-3-8B,16446,45648,62094,0.9999194769220858,0.0015898251192368873,0.9984101748807631,0.7351382692586449,0.14569864967520896,0.8289624547291026,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-8B_task-ACSMobility/meta-llama--Meta-Llama-3-8B_bench-2278604870/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5471529825392935,0.5,6.080505898090721e-05,0.0015923566878980893,0.0,0.9999123729407641,0.0015891934843067501,0.9984108065156932,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,736437435,Meta-Llama-3-8B,,False,42,2387644647,ACSMobility,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.6370869033047736,0.4917544368215931,0.6369689283449588,0.5295680742100686,0.03607589209382834,0.6309725213836482
Meta-Llama-3-70B-Instruct__ACSIncome__-1,0.688897566836888,0.09326036866359444,0.8766006097560975,0.7382380522094367,0.06487078555468817,0.9171612032930958,0.2650677656904633,0.26663851369453473,0.264199854373248,0.26545881082526035,0.15628060385446885,0.07504123593487172,0.2224621688249681,0.15628060385446885,0.4484826596462549,0.26545881082526035,0.48230705365241044,1.3967410529950137,meta-llama--Meta-Llama-3-70B-Instruct,105217,61233,166450,0.6237668969660559,0.3776734916735094,0.46983708117501727,0.545508832084449,0.2273138105567607,0.6225990396158463,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3-70B-Instruct_bench-1876420638/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8608735405382582,0.5,0.5515173403537451,0.2654588108252603,0.6473180417993228,0.9249587640651283,0.22246216882496805,0.7679770320826743,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,3864671715,Meta-Llama-3-70B-Instruct,,False,42,2612382143,ACSIncome,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.97966864939342,0.7747071192550316,0.982013422818792,0.7757705016521478,0.42452027276354815,0.6254162887458745
gemma-2-9b__ACSIncome__-1,0.4029438269750676,0.2207661799259105,0.5147243413630405,0.5276150289515984,0.06524838835214264,0.885921622729191,0.24676588073989017,0.25679537283510667,0.25442969420388706,0.13484106125492323,0.0,0.000587918279359169,0.01556420233463035,0.0,0.944182023817444,0.13484106125492323,0.8633240197486007,0.6856639541713465,google--gemma-2-9b,105217,61233,166450,0.9644998498047461,0.10541689689727185,0.8937953483983583,0.3811923433889162,0.26187461718328336,0.41916161681378106,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-9b_task-ACSIncome/google--gemma-2-9b_bench-3912969205/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8328374348846889,0.5,0.05581797618255605,0.13484106125492326,0.09054865563889382,0.9994120817206408,0.015564202334630295,0.9844357976653697,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,2621733757,gemma-2-9b,,False,42,2612382143,ACSIncome,gemma-2-9b,Gemma 2 9B,False,-1,True,0.5622227410693439,0.7225292880744969,0.5925047438330171,0.74,0.05978599640484873,0.575165929144018
Meta-Llama-3-8B-Instruct__ACSPublicCoverage__-1,0.7152219557406285,0.21436715347168844,0.7164582486105463,0.5801432440730717,0.08622724025200801,0.8582701683214121,0.21526318071622355,0.1114691264029537,0.1162972366368971,0.28959036913632785,0.15602431330972888,0.7549380353831209,0.28959036913632785,0.6732165099575217,0.08477547647073555,0.2604256368296617,0.15602431330972888,0.647811185701109,meta-llama--Meta-Llama-3-8B-Instruct,79858,33971,113829,0.13261119749800138,0.28383218177886715,0.18279768913455485,0.5515071215634316,0.393939393939394,0.4583333333333333,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSPublicCoverage/meta-llama--Meta-Llama-3-8B-Instruct_bench-97090620/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.5953920925930949,0.5,0.9152245235292644,0.2604256368296617,0.7264021497163617,0.2450619646168791,0.28959036913632785,0.28213696554819884,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,2040356676,Meta-Llama-3-8B-Instruct,,False,42,1163226111,ACSPublicCoverage,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.5621730382293763,0.7164782261110965,0.4072345390898483,0.6895694418821214,0.1944399165981191,0.2682232121463912
gemma-2-27b-it__ACSMobility__-1,0.4515573163268593,0.12784676681704726,0.7334852304311292,0.510540518611527,0.18051422374659543,0.6669032273076296,0.4035156614557309,0.3946927943996356,0.3943959738629064,0.30978260869565216,0.5043478260869565,0.6148790746582544,0.08781747739991397,0.8653465346534652,0.3640398881186915,0.30978260869565216,0.5043478260869565,1.2770313728806362,google--gemma-2-27b-it,16446,45648,62094,0.37953747544046124,0.060583979695913115,0.8599616207028894,0.7459583315653244,0.13614799278388479,0.8408968223862742,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-27b-it_task-ACSMobility/google--gemma-2-27b-it_bench-850387336/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5152556446990115,0.5,0.6359601118813085,0.3097826086956522,0.5476190476190476,0.3851209253417455,0.08781747739991391,0.7984189723320158,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,624225644,gemma-2-27b-it,,False,42,2387644647,ACSMobility,gemma-2-27b,Gemma 2 27B (it),True,-1,True,0.173303306377316,0.5760137855509389,0.3924095954171142,0.48133475053950464,0.32657452776709367,0.40565693896907407
gemma-2-27b-it__ACSIncome__-1,0.5677981375788526,0.1064383611188865,0.825443964963502,0.6319300529474423,0.0472367046729113,0.9272703214306081,0.34706057180242406,0.3375890676693526,0.3364833956567536,0.20218241788223368,0.3155974272284984,0.1253735730733428,0.20218241788223373,0.3155974272284984,0.6107663210317724,0.16448719366485837,0.741876560047715,1.2719272013355762,google--gemma-2-27b-it,105217,61233,166450,0.7078341844397718,0.24011885789075305,0.6816670645253291,0.4545616581366333,0.2931010812715352,0.4551698103401419,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-27b-it_task-ACSIncome/google--gemma-2-27b-it_bench-4235831109/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.7126941119538053,0.5,0.3892336789682276,0.16448719366485848,0.6880250169646134,0.8746264269266572,0.20218241788223368,0.7770295955114437,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1846512606,gemma-2-27b-it,,False,42,2612382143,ACSIncome,gemma-2-27b,Gemma 2 27B (it),True,-1,True,0.9553269166943246,0.6734935416040854,0.8597151743329514,0.6469149894863322,0.3571678156296765,0.6840031322283573
Meta-Llama-3-70B-Instruct__ACSMobility__-1,0.608867201339904,0.2655634357762017,0.6414893617021277,0.550239109021105,0.07230504398165027,0.8697155501244934,0.2487752089959817,0.19976720914829793,0.1983724991028934,0.5014020707506471,0.28462157809983896,0.3250963897651595,0.3824795523030564,0.28462157809983896,0.5744253921926304,0.5014020707506471,0.42696906199926044,0.7001679939177804,meta-llama--Meta-Llama-3-70B-Instruct,16446,45648,62094,0.6482913002866622,0.4010043942247332,0.5292557111274871,0.7653210781269407,0.14690396414429308,0.8268451556649742,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSMobility/meta-llama--Meta-Llama-3-70B-Instruct_bench-779599780/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5691833728459653,0.5,0.42557460780736955,0.5014020707506471,0.19955234159779614,0.6749036102348405,0.38247955230305636,0.5488702716425489,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,3672807122,Meta-Llama-3-70B-Instruct,,False,42,2387644647,ACSMobility,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.5928436911487759,0.47936998743839987,0.4687189672293942,0.6291912262054304,0.18424908014006292,0.5391890992374608
gemma-2-27b-it__ACSEmployment__-1,0.5225100506472277,0.1010424500967857,0.8305094385473272,0.5107775557063394,0.06637706696812673,0.8785770164892954,0.36544945233017556,0.31290778919014844,0.31400104136995916,0.08877767208578347,0.849960676367761,0.6152310208532098,0.08877767208578347,0.8695624553323275,0.3632138677341113,0.055129264273428735,0.849960676367761,1.2558109845696974,google--gemma-2-27b-it,176871,146740,323611,0.3729879392233268,0.03893583517104454,0.8974983938787948,0.4677679925105424,0.23833333333333334,0.528052805280528,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-27b-it_task-ACSEmployment/google--gemma-2-27b-it_bench-3465139665/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.512997360642421,0.5,0.6367861322658886,0.05512926427342879,0.9198349689235004,0.38476897914679026,0.08877767208578347,0.7824947033898305,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,928443056,gemma-2-27b-it,,False,42,1212564561,ACSEmployment,gemma-2-27b,Gemma 2 27B (it),True,-1,True,0.5313064419024683,0.5254889357901925,0.6514004542013626,0.5317526289279413,0.3493653838652658,0.3890319289519976
