,accuracy,accuracy_diff,accuracy_ratio,balanced_accuracy,balanced_accuracy_diff,balanced_accuracy_ratio,brier_score_loss,ece,ece_quantile,equalized_odds_diff,equalized_odds_ratio,fnr,fnr_diff,fnr_ratio,fpr,fpr_diff,fpr_ratio,log_loss,model_name,n_negatives,n_positives,n_samples,ppr,ppr_diff,ppr_ratio,precision,precision_diff,precision_ratio,predictions_path,roc_auc,threshold,tnr,tnr_diff,tnr_ratio,tpr,tpr_diff,tpr_ratio,config_batch_size,config_context_size,config_correct_order_bias,config_dataset_hash,config_dataset_name,config_dataset_subsampling,config_feature_subset,config_few_shot,config_model_hash,config_model_name,config_numeric_risk_prompting,config_population_filter,config_reuse_few_shot_examples,config_seed,config_task_hash,config_task_name,base_name,name,is_inst,num_features,uses_all_features,fit_thresh_on_100,fit_thresh_accuracy,optimal_thresh,optimal_thresh_accuracy,score_stdev,score_mean
gemma-1.1-7b-it__ACSPublicCoverage__-1__Num,0.6145797643834172,0.13034695817490494,0.8029813218390804,0.574306930309527,0.09349592485328584,0.8466231127711644,0.23698105140166395,0.17726879793368755,,0.4375270836342626,0.26646098003629765,0.525595360748874,0.43752708363426257,0.48394241417497236,0.32579077863207195,0.3303473641193298,0.26646098003629765,1.9326535368938902,google--gemma-1.1-7b-it,79858,33971,113829,0.3701429336987938,0.3608857162421255,0.27285113134657835,0.38250302613153586,0.31711105572522647,0.45810457557887807,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-1.1-7b-it_task-ACSPublicCoverage/google--gemma-1.1-7b-it_bench-129176833/ACSPublicCoverage_full_seed-42_hash-2843279777.test_predictions.csv,0.5745783520023748,0.5,0.674209221367928,0.33034736411932974,0.6246052680462162,0.47440463925112597,0.4375270836342626,0.2580526638089406,20,600,False,2843279777,ACSPublicCoverage_full_seed-42_hash-2843279777,,full,,4198021996,gemma-1.1-7b-it,True,,False,42,3037205103,ACSPublicCoverage,gemma-7b,Gemma 7B (it),True,-1,True,0.5,0.6145797643834172,0.53,0.6325453091918579,0.21754673661316323,0.3304517302269193
gemma-1.1-7b-it__ACSPublicCoverage__-1__QA,0.4987481221832749,0.18507121221885675,0.6811911964697066,0.47445892392144917,0.17726262385705105,0.6965758977170079,0.34141430816720075,0.29607084314508697,,0.35282237002472405,0.4851818165840627,0.5857937652703776,0.352822370024724,0.5215564055343062,0.4652883868867239,0.3193524560227205,0.4851818165840627,1.0643154525109424,google--gemma-1.1-7b-it,79858,33971,113829,0.45004348628205465,0.2794047535646775,0.5068224819630189,0.27467400640274847,0.29884869318491847,0.4256501677852349,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-1.1-7b-it_task-ACSPublicCoverage/google--gemma-1.1-7b-it_bench-463958064/ACSPublicCoverage_full_seed-42_hash-4154753865.test_predictions.csv,0.4609544556022782,0.5,0.5347116131132761,0.3193524560227204,0.5431501868635965,0.4142062347296223,0.35282237002472405,0.42666364870982343,20,600,False,4154753865,ACSPublicCoverage_full_seed-42_hash-4154753865,,full,,2607181872,gemma-1.1-7b-it,False,,False,42,2726196641,ACSPublicCoverage,gemma-7b,Gemma 7B (it),True,-1,True,0.0179867466077627,0.31759920582628326,0.01798580349042,0.31642200142318744,0.3189442115209354,0.3989277757590005
gemma-7b__ACSTravelTime__-1__QA,0.5759997272696281,0.1408624282156833,0.7924132636821509,0.5361623161705384,0.05303843835489408,0.9085078984203159,0.24293723595212438,0.04288879984596452,0.05949340329916925,0.5414448677105151,0.20054168815019258,0.7867309636773742,0.5414448677105151,0.34968147678180606,0.14094440398154892,0.43926280870868545,0.20054168815019258,0.6789280639973352,google--gemma-7b,82380,64285,146665,0.1726451436948147,0.48902623277308727,0.2157126455525959,0.5414478101180838,0.4606873822975518,0.21342443729903537,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-7b_task-ACSTravelTime/google--gemma-7b_bench-382398252/ACSTravelTime_full_seed-42_hash-969596235.test_predictions.csv,0.6100204674524707,0.5,0.859055596018451,0.43926280870868534,0.5063421478650875,0.2132690363226258,0.5414448677105151,0.23617599019409474,20,600,False,969596235,ACSTravelTime_full_seed-42_hash-969596235,,full,,3695919921,gemma-7b,False,,False,42,78666164,ACSTravelTime,gemma-7b,Gemma 7B,False,-1,True,0.4689497716894977,0.5872703098898852,0.4629898403483309,0.5635768588279412,0.024347223631997976,0.46755507405228075
gemma-7b__ACSTravelTime__-1__Num,0.5518767258718849,0.3473075414978434,0.5948078682525161,0.5101989038177681,0.04443919725597156,0.9196881977301719,0.24826143933453795,0.027426993488926403,,0.10457169459962756,0.36458274398868457,0.8276114179046434,0.043469970858756035,0.9487443627187802,0.15199077445982034,0.10457169459962756,0.36458274398868457,0.6897429980317568,google--gemma-7b,82380,64285,146665,0.1609313742201616,0.10880930597307542,0.39630166787527193,0.46951658687454983,0.38636363636363635,0.39285714285714285,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-7b_task-ACSTravelTime/google--gemma-7b_bench-4167659491/ACSTravelTime_full_seed-42_hash-206656229.test_predictions.csv,0.5241041530981269,0.5,0.8480092255401797,0.10457169459962756,0.888753516383375,0.17238858209535662,0.043469970858756035,0.7774977786193937,20,600,False,206656229,ACSTravelTime_full_seed-42_hash-206656229,,full,,2121840871,gemma-7b,True,,False,42,3731140739,ACSTravelTime,gemma-7b,Gemma 7B,False,-1,True,0.45,0.5440357276787237,0.43,0.4590120342276617,0.06644486083858808,0.46573879248627836
Mixtral-8x22B-v0.1__ACSTravelTime__-1__Num,0.5794702212525142,0.3648571428571429,0.59136,0.5278290961345714,0.04206194763568449,0.9218285873786501,0.344433050830123,0.3047723724133296,,0.1898366606170599,0.0,0.8907365637395971,0.18983666061705984,0.8101633393829402,0.053605243991260015,0.12033484478549006,0.0,8.16891182841616,mistralai--Mixtral-8x22B-v0.1,82380,64285,146665,0.07800088637370879,0.1543934542867307,0.0,0.6139860139860139,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-v0.1_task-ACSTravelTime/mistralai--Mixtral-8x22B-v0.1_bench-133436557/ACSTravelTime_full_seed-42_hash-206656229.test_predictions.csv,0.5717517180554252,0.5,0.94639475600874,0.12033484478549006,0.8796651552145099,0.1092634362604029,0.1898366606170599,0.0,10,600,False,206656229,ACSTravelTime_full_seed-42_hash-206656229,,full,,1829616498,Mixtral-8x22B-v0.1,True,,False,42,3731140739,ACSTravelTime,Mixtral-8x22B-v0.1,Mixtral 8x22B,False,-1,True,0.25,0.5820475232673099,0.2,0.5713155831316264,0.17144395990019504,0.133539426584393
Mixtral-8x22B-v0.1__ACSTravelTime__-1__QA,0.4384549824429823,0.40154881714808516,0.21062435765673176,0.5001274581209031,0.00015923083922231296,0.9996816397071085,0.27680032532068627,0.2030940596590254,0.19677060781529934,0.00031846167844473694,0.0,0.0,0.0,0.0,0.9997450837581937,0.00031846167844473694,0.9996815383215553,0.7483318773886898,mistralai--Mixtral-8x22B-v0.1,82380,64285,146665,0.9998568165547336,0.00018315178049699288,0.999816848219503,0.43837456697853305,0.40154881714808516,0.21062435765673176,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-v0.1_task-ACSTravelTime/mistralai--Mixtral-8x22B-v0.1_bench-275772689/ACSTravelTime_full_seed-42_hash-969596235.test_predictions.csv,0.6269167183916351,0.5,0.00025491624180626365,0.00031846167844469384,0.0,1.0,0.0,1.0,10,600,False,969596235,ACSTravelTime_full_seed-42_hash-969596235,,full,,765424845,Mixtral-8x22B-v0.1,False,,False,42,78666164,ACSTravelTime,Mixtral-8x22B-v0.1,Mixtral 8x22B,False,-1,True,0.6224586737602128,0.5550131251491495,0.6226034308779012,0.5845975522449118,0.03584080999112897,0.6350824068130191
Mixtral-8x7B-Instruct-v0.1__ACSPublicCoverage__-1__Num,0.7433079443726994,0.22358206590621033,0.7117544934640524,0.6489672339489698,0.14560518361702912,0.7877599108138238,0.18631154890230084,0.061786627309452495,,0.3136876737258595,0.28316782408293584,0.5850578434547113,0.3136876737258595,0.5864655125209831,0.11700768864734905,0.1914475332214789,0.28316782408293584,0.5588313949004626,mistralai--Mixtral-8x7B-Instruct-v0.1,79858,33971,113829,0.20592291946691968,0.2598004887177055,0.3056694058805038,0.6013651877133106,0.20617564352152284,0.6989181078733318,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x7B-Instruct-v0.1_task-ACSPublicCoverage/mistralai--Mixtral-8x7B-Instruct-v0.1_bench-1505652835/ACSPublicCoverage_full_seed-42_hash-2843279777.test_predictions.csv,0.6904497046754177,0.5,0.882992311352651,0.1914475332214789,0.7928893330926492,0.41494215654528865,0.3136876737258595,0.43493447555983233,20,600,False,2843279777,ACSPublicCoverage_full_seed-42_hash-2843279777,,full,,3150934555,Mixtral-8x7B-Instruct-v0.1,True,,False,42,3037205103,ACSPublicCoverage,Mixtral-8x7B-v0.1,Mixtral 8x7B (it),True,-1,True,0.35,0.604380254592415,0.45,0.7407602632018203,0.1270810484041191,0.3497947798891319
Mixtral-8x7B-Instruct-v0.1__ACSPublicCoverage__-1__QA,0.7427544826010947,0.22318734210386237,0.7081961530637373,0.637865813088433,0.1304556467896082,0.801823991002735,0.22613156099569146,0.19919553524678243,0.19922688801050675,0.28511705685618727,0.45968304914744235,0.622324924200053,0.28511705685618727,0.6455301455301455,0.10194344962308097,0.10233275584328744,0.45968304914744235,0.9910301990232157,mistralai--Mixtral-8x7B-Instruct-v0.1,79858,33971,113829,0.18423248908450396,0.19696647950077514,0.3802121445042275,0.6117972438128845,0.22172303505795876,0.6688527185996952,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x7B-Instruct-v0.1_task-ACSPublicCoverage/mistralai--Mixtral-8x7B-Instruct-v0.1_bench-2500833505/ACSPublicCoverage_full_seed-42_hash-4154753865.test_predictions.csv,0.7013710004284126,0.5,0.898056550376919,0.10233275584328749,0.8879084183962233,0.377675075799947,0.28511705685618727,0.40695652173913044,20,600,False,4154753865,ACSPublicCoverage_full_seed-42_hash-4154753865,,full,,3273565854,Mixtral-8x7B-Instruct-v0.1,False,,False,42,2726196641,ACSPublicCoverage,Mixtral-8x7B-v0.1,Mixtral 8x7B (it),True,-1,True,0.2018549529820945,0.7227947183933795,0.1644908616187989,0.7144576513893648,0.34955255949559794,0.21264960267304547
Yi-34B-Chat__ACSEmployment__-1__QA,0.6871737981712612,0.1979075480538055,0.7378040127694806,0.704295935361926,0.24565418568273156,0.6972408825984083,0.20982548065310921,0.14037594519517657,0.14037594519516372,0.25682073676928396,0.24119319089138,0.11181000408886466,0.256820736769284,0.24119319089138,0.4795981251872834,0.23448763459617922,0.5576415442584814,0.6102859720345722,01-ai--Yi-34B-Chat,176871,146740,323611,0.6648723312866374,0.2412041453473246,0.6471105077348119,0.6057492098903142,0.15064783148901512,0.7645311830191865,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-01-ai--Yi-34B-Chat_task-ACSEmployment/01-ai--Yi-34B-Chat_bench-3350192544/ACSEmployment_full_seed-42_hash-1059916037.test_predictions.csv,0.784638820580797,0.5,0.5204018748127166,0.2344876345961791,0.66711130445721,0.8881899959111353,0.25682073676928396,0.7203507532956686,10,600,False,1059916037,ACSEmployment_full_seed-42_hash-1059916037,,full,,1825763109,Yi-34B-Chat,False,,False,42,2214502198,ACSEmployment,Yi-34B,Yi 34B (it),True,-1,True,0.6225392296718973,0.7278151855159435,0.5928246013667426,0.7262361291797869,0.20221303777103308,0.5938215944468898
Yi-34B-Chat__ACSEmployment__-1__Num,0.5123466136812408,0.23555209707958003,0.5702012667504187,0.553703378490069,0.02013184225188891,0.9644153973396008,0.20647921053363455,0.14846269131770412,,0.04506092818252527,0.0,0.00211939484803053,0.00508646998982706,0.0,0.8904738481718314,0.04506092818252527,0.9504155809574529,0.597231292529865,01-ai--Yi-34B-Chat,176871,146740,323611,0.9391769748247124,0.039499267899106294,0.9583827384709513,0.481788449896028,0.2688516352315318,0.48698307186526707,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-01-ai--Yi-34B-Chat_task-ACSEmployment/01-ai--Yi-34B-Chat_bench-3716127613/ACSEmployment_full_seed-42_hash-2438922321.test_predictions.csv,0.8099882118823986,0.5,0.10952615182816855,0.04506092818252527,0.6693722257450857,0.9978806051519695,0.0050864699898270915,0.9949135300101729,20,600,False,2438922321,ACSEmployment_full_seed-42_hash-2438922321,,full,,3355874118,Yi-34B-Chat,True,,False,42,1654031068,ACSEmployment,Yi-34B,Yi 34B (it),True,-1,True,0.75,0.7907302285769026,0.65,0.7907333187067189,0.17783175694494013,0.6007337822261912
gemma-2-27b-it__ACSEmployment__-1__Num,0.5437639635241076,0.07406160535428452,0.8705764234791421,0.5581073759055722,0.03817881317284044,0.9329974041752626,0.28532065164657566,0.16467752950312498,,0.2544867916918734,0.4843353802891375,0.28784244241515605,0.252324193368184,0.4843353802891375,0.5959428057736995,0.2544867916918734,0.6079527803665734,2.994390221222303,google--gemma-2-27b-it,176871,146740,323611,0.6486398793613319,0.25690842126528773,0.6288200096545685,0.4978490474352928,0.2970981619084865,0.4667041067041067,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2-27b-it_task-ACSEmployment/google--gemma-2-27b-it_bench-1716202610/ACSEmployment_full_seed-42_hash-2438922321.test_predictions.csv,0.5942096451662376,0.5,0.40405719422630054,0.2544867916918734,0.5796135909393737,0.7121575575848439,0.2523241933681839,0.6693023829341226,20,600,False,2438922321,ACSEmployment_full_seed-42_hash-2438922321,,full,,1802119875,gemma-2-27b-it,True,,False,42,1654031068,ACSEmployment,gemma-2-27b,Gemma 2 27B (it),True,-1,True,0.51,0.58384603737203,0.27,0.5493540083618913,0.289909823591844,0.40858147590780297
gemma-2-27b-it__ACSEmployment__-1__QA,0.5225100506472277,0.1010424500967857,0.8305094385473272,0.5107775557063394,0.06637706696812673,0.8785770164892954,0.36544945233017556,0.31290778919014844,0.31400104136995916,0.08877767208578347,0.849960676367761,0.6152310208532098,0.08877767208578347,0.8695624553323275,0.3632138677341113,0.055129264273428735,0.849960676367761,1.2558109845696974,google--gemma-2-27b-it,176871,146740,323611,0.3729879392233268,0.03893583517104454,0.8974983938787948,0.4677679925105424,0.23833333333333334,0.528052805280528,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2-27b-it_task-ACSEmployment/google--gemma-2-27b-it_bench-1969667444/ACSEmployment_full_seed-42_hash-1059916037.test_predictions.csv,0.512997360642421,0.5,0.6367861322658886,0.05512926427342879,0.9198349689235004,0.38476897914679026,0.08877767208578347,0.7824947033898305,20,600,False,1059916037,ACSEmployment_full_seed-42_hash-1059916037,,full,,1203126036,gemma-2-27b-it,False,,False,42,2214502198,ACSEmployment,gemma-2-27b,Gemma 2 27B (it),True,-1,True,0.5313064419024683,0.5254889357901925,0.6514004542013626,0.5317526289279413,0.3493653838652658,0.3890319289519976
gemma-1.1-7b-it__ACSTravelTime__-1__QA,0.5617086557801794,0.40177754541889954,0.5500091491308325,0.5000387094614235,0.0005490567487247966,0.9989025719666562,0.42646577771107896,0.4246403807439751,0.4246304107613651,0.0007259528130671506,0.0,0.9998133312592362,0.0007259528130671988,0.9992740471869328,0.00010924981791697014,0.0006983240223463687,0.0,2.087852569627838,google--gemma-1.1-7b-it,82380,64285,146665,0.0001431834452664235,0.0005336179295624333,0.0,0.5714285714285714,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-1.1-7b-it_task-ACSTravelTime/google--gemma-1.1-7b-it_bench-2531148429/ACSTravelTime_full_seed-42_hash-969596235.test_predictions.csv,0.5297279524410891,0.5,0.9998907501820831,0.0006983240223463749,0.9993016759776536,0.00018666874076378627,0.0007259528130671506,0.0,20,600,False,969596235,ACSTravelTime_full_seed-42_hash-969596235,,full,,1961984682,gemma-1.1-7b-it,False,,False,42,78666164,ACSTravelTime,gemma-7b,Gemma 7B (it),True,-1,True,0.0066898581750066,0.49603518221797976,0.0066891553607629,0.4941737974295162,0.020357193738900485,0.013681388236350676
gemma-1.1-7b-it__ACSTravelTime__-1__Num,0.43790952169911024,0.40040517579401386,0.21109895062125794,0.49920283689807443,0.001889802679944541,0.9962235733995233,0.2553541567517812,0.09599331810534802,,0.012704174228675091,0.0,0.003997822198024422,0.012704174228675136,0.0,0.9975965040058267,0.009766306243460088,0.9902336937565399,0.7038708017974893,google--gemma-1.1-7b-it,82380,64285,146665,0.9968976920192275,0.011205976520811123,0.9887940234791889,0.4379180630599822,0.40099747764274246,0.2108528880866426,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-1.1-7b-it_task-ACSTravelTime/google--gemma-1.1-7b-it_bench-3415311347/ACSTravelTime_full_seed-42_hash-206656229.test_predictions.csv,0.49144944615809866,0.5,0.002403495994173343,0.009766306243460064,0.0,0.9960021778019755,0.012704174228675091,0.9872958257713249,20,600,False,206656229,ACSTravelTime_full_seed-42_hash-206656229,,full,,2151671163,gemma-1.1-7b-it,True,,False,42,3731140739,ACSTravelTime,gemma-7b,Gemma 7B (it),True,-1,True,inf,0.5616882010022841,0.55,0.5656291548767599,0.009214515133606698,0.5334571983772544
Meta-Llama-3-70B-Instruct__ACSMobility__-1__Num,0.7351112828936773,0.14653582003937804,0.827979689518991,0.5002698304414805,0.002782654073931745,0.9944589603407836,0.19856772625467514,0.05349733855129148,,0.004777070063694267,0.0,0.9990879241152864,0.004777070063694322,0.9952229299363057,0.00037241500175254116,0.0011855364552459987,0.0,0.5889286377508385,meta-llama--Meta-Llama-3-70B-Instruct,45648,16446,62094,0.0005153476986504332,0.0012718600953895071,0.0,0.46875,0.75,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSMobility/meta-llama--Meta-Llama-3-70B-Instruct_bench-673492457/ACSMobility_full_seed-42_hash-3130101066.test_predictions.csv,0.5220470614799037,0.5,0.9996275849982474,0.0011855364552459946,0.998814463544754,0.0009120758847136082,0.004777070063694267,0.0,20,600,False,3130101066,ACSMobility_full_seed-42_hash-3130101066,,full,,637756569,Meta-Llama-3-70B-Instruct,True,,False,42,748098781,ACSMobility,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.35718,0.5242857602989016,0.25625,0.5209037910265082,0.07563184555578141,0.2855659355171192
Meta-Llama-3-70B-Instruct__ACSMobility__-1__QA,0.5820530163944987,0.1800630417651694,0.7221884498480243,0.5505367644905617,0.1452241598980729,0.7484378448466122,0.24837404787144549,0.1989420648009904,0.19824778344006455,0.5643874029335634,0.35498582521878463,0.5164781709838259,0.5643874029335634,0.35498582521878463,0.3824483000350508,0.3315235684076508,0.4403656126482213,0.6992149015701408,meta-llama--Meta-Llama-3-70B-Instruct,45648,16446,62094,0.40921828195960963,0.3788718500582908,0.38853429435688125,0.31294765840220384,0.24587794784208106,0.23829873829873832,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSMobility/meta-llama--Meta-Llama-3-70B-Instruct_bench-1835038126/ACSMobility_full_seed-42_hash-1600556545.test_predictions.csv,0.569861549459534,0.5,0.6175516999649492,0.33152356840765074,0.5514681133308255,0.48352182901617413,0.5643874029335634,0.18132040050062578,10,600,False,1600556545,ACSMobility_full_seed-42_hash-1600556545,,full,,2876832184,Meta-Llama-3-70B-Instruct,False,,False,42,3534097513,ACSMobility,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.5312724658519051,0.6292556446677617,0.5313131313131313,0.6323155216284987,0.1843855512544082,0.45996043085553273
Mistral-7B-v0.1__ACSIncome__-1__QA,0.7305857614899369,0.11684940939668409,0.8591315453384419,0.7259333756368981,0.09063965809019481,0.8792726274442776,0.2310234687895735,0.19931305538075203,,0.3740962417297593,0.22354775243430705,0.29167279081541,0.37409624172975925,0.295307079532314,0.25646045791079386,0.27566009311301126,0.22354775243430705,0.6550499122334928,mistralai--Mistral-7B-v0.1,105217,61233,166450,0.4226914989486332,0.4110036571546307,0.283346057122328,0.6164702872493142,0.23509107010623298,0.6427103501825282,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mistral-7B-v0.1_task-ACSIncome/mistralai--Mistral-7B-v0.1_bench-1333780484/ACSIncome_full_seed-42_hash-3282105456.test_predictions.csv,0.7958201720390423,0.5,0.7435395420892061,0.2756600931130112,0.7005761057565568,0.70832720918459,0.3740962417297593,0.5563543341321119,20,600,False,3282105456,ACSIncome_full_seed-42_hash-3282105456,,full,,4242577564,Mistral-7B-v0.1,False,,False,42,662640833,ACSIncome,Mistral-7B-v0.1,Mistral 7B,False,-1,True,0.5155763239875389,0.7411354761189547,0.484593837535014,0.7305677380594773,0.03620122881281667,0.48883810896072577
Mistral-7B-v0.1__ACSIncome__-1__Num,0.48805046560528687,0.1556915459913913,0.7268574305189888,0.591830223789965,0.08152212427735439,0.8763072213426072,0.32361974166416335,0.3556173024938355,,0.2741756993450982,0.09335924319207446,0.015432854833178189,0.11113145079038945,0.09335924319207446,0.8009066975868918,0.2741756993450982,0.6710399371464992,1.548717376339585,mistralai--Mistral-7B-v0.1,105217,61233,166450,0.8684710123160108,0.27779505821063655,0.6892433600639725,0.41705348063393677,0.2556505773518656,0.49884844785344234,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mistral-7B-v0.1_task-ACSIncome/mistralai--Mistral-7B-v0.1_bench-3735836945/ACSIncome_full_seed-42_hash-1634456007.test_predictions.csv,0.7490135504677813,0.5,0.19909330241310816,0.2741756993450982,0.3778825663967557,0.9845671451668219,0.11113145079038944,0.8875820943307409,20,600,False,1634456007,ACSIncome_full_seed-42_hash-1634456007,,full,,1853213557,Mistral-7B-v0.1,True,,False,42,127998692,ACSIncome,Mistral-7B-v0.1,Mistral 7B,False,-1,True,0.99,0.7048603184139381,0.99,0.7048603184139381,0.35050321799179524,0.712138780414539
Mistral-7B-Instruct-v0.2__ACSIncome__-1__Num,0.6980054070291378,0.11498749498255478,0.8562656312718065,0.7355329720693894,0.07103856593994573,0.9080112054839847,0.19356590988284772,0.162477200360493,,0.39393077673058174,0.16289709944751382,0.1224503127398625,0.39393077673058174,0.16289709944751382,0.4064837431213587,0.31977000705096964,0.2842371615841639,0.5700889488464369,mistralai--Mistral-7B-Instruct-v0.2,105217,61233,166450,0.5797777110243316,0.433837694447306,0.32877550207204337,0.5568162977700406,0.21430506853681858,0.6647843430565944,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSIncome/mistralai--Mistral-7B-Instruct-v0.2_bench-758914565/ACSIncome_full_seed-42_hash-1634456007.test_predictions.csv,0.8271798520961388,0.5,0.5935162568786413,0.3197700070509696,0.6337179919234348,0.8775496872601375,0.39393077673058174,0.5733644243037529,20,600,False,1634456007,ACSIncome_full_seed-42_hash-1634456007,,full,,2518895523,Mistral-7B-Instruct-v0.2,True,,False,42,127998692,ACSIncome,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,0.65,0.7594773205166717,0.59,0.7590747972364074,0.19823770502785956,0.527302072694503
Mistral-7B-Instruct-v0.2__ACSIncome__-1__QA,0.7682126764794233,0.08808709340107013,0.8957477257136905,0.7222814352159007,0.20930613629617079,0.7322315544512189,0.21820602788944354,0.21136332946716962,,0.5597172570685732,0.10090690148265222,0.4515375696111574,0.5597172570685732,0.32034333070244675,0.10389955995704116,0.15540915575714737,0.10090690148265222,2.3823437816347712,mistralai--Mistral-7B-Instruct-v0.2,105217,61233,166450,0.26744367677981373,0.3624510662408571,0.14707575757575758,0.7544253751460149,0.18571428571428572,0.7636363636363637,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSIncome/mistralai--Mistral-7B-Instruct-v0.2_bench-1936003449/ACSIncome_full_seed-42_hash-3282105456.test_predictions.csv,0.8309554529390533,0.5,0.8961004400429589,0.1554091557571473,0.8418321018329625,0.5484624303888426,0.5597172570685732,0.23970864143030574,20,600,False,3282105456,ACSIncome_full_seed-42_hash-3282105456,,full,,685332046,Mistral-7B-Instruct-v0.2,False,,False,42,662640833,ACSIncome,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,0.0006262967623876,0.7661940522679483,6.713461175440426e-06,0.746758786422349,0.4232297666586803,0.26456198952629967
Meta-Llama-3-70B__ACSTravelTime__-1__QA,0.5489926021886612,0.24285714285714283,0.5952380952380952,0.5910627057869633,0.13053646775165773,0.7907632850241545,0.24096051235712382,0.09160113027707663,,0.3164718225419665,0.05058453237410072,0.0679474216380182,0.31647182254196643,0.05058453237410072,0.7499271667880554,0.21552238805970148,0.7593333333333334,0.6748028747592265,meta-llama--Meta-Llama-3-70B,82380,64285,146665,0.8297548835782225,0.25742857142857145,0.724969474969475,0.49234978963975806,0.4368218799136182,0.1941820019979058,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-70B_task-ACSTravelTime/meta-llama--Meta-Llama-3-70B_bench-2358007885/ACSTravelTime_full_seed-42_hash-969596235.test_predictions.csv,0.668632165050546,0.5,0.2500728332119446,0.2155223880597015,0.3264925373134328,0.9320525783619819,0.3164718225419665,0.6781004649744644,10,600,False,969596235,ACSTravelTime_full_seed-42_hash-969596235,,full,,2228608754,Meta-Llama-3-70B,False,,False,42,78666164,ACSTravelTime,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,0.531130876747141,0.6100228411686497,0.5310539523212046,0.608891010125115,0.04815414152408554,0.5208129020798318
Meta-Llama-3-70B__ACSTravelTime__-1__Num,0.45571199672723556,0.42373545941706964,0.2018218748076568,0.5154874879770251,0.022579143389199308,0.9567928730512248,0.24855423468770055,0.07573792076401636,,0.045158286778398504,0.0,1.5555728396982188e-05,2.0526715520249604e-05,0.0,0.9690094683175529,0.045158286778398504,0.9548417132216015,0.6885507914163437,meta-llama--Meta-Llama-3-70B,82380,64285,146665,0.9825861657518835,0.02218664226898448,0.9778133577310155,0.44607281886878863,0.4130910609857978,0.2059513103802672,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-70B_task-ACSTravelTime/meta-llama--Meta-Llama-3-70B_bench-2126796221/ACSTravelTime_full_seed-42_hash-206656229.test_predictions.csv,0.5165847032920419,0.5,0.030990531682447194,0.04515828677839851,0.0,0.999984444271603,2.052671552021934e-05,0.9999794732844798,10,600,False,206656229,ACSTravelTime_full_seed-42_hash-206656229,,full,,590200633,Meta-Llama-3-70B,True,,False,42,3731140739,ACSTravelTime,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,inf,0.5616882010022841,0.5203,0.45571199672723556,0.05433615819175788,0.5140497197627245
